Gender,Age,Height,Weight,family_history_with_overweight,eat_junk_food,eat_vegetables,meals_per_day,eat_refreshment,SMOKE,water_consumption,track_calories,workout,screen_time,alcohol,transportation_type,normal_weight,metric
Female,26,64.089798388,231.3099870334,yes,yes,3,3,Sometimes,no,2.588107,no,0,0.465607,Sometimes,Public_Transportation,no,USA
Male,33,72.834685,187.3927,no,yes,2,3,Frequently,no,2,no,1,0,Sometimes,Automobile,yes,USA
Male,31.86893,68.897675,260.37200878414,yes,yes,2.139196,3,Sometimes,no,2.04843,no,0.368026,0.360986,Sometimes,Automobile,no,USA
Female,21.868932,1.731261,78.175706,yes,yes,2.577427,1,Sometimes,no,2,no,2.287423,0,Sometimes,Public_Transportation,no,EU
Female,17,66.92917,123.45872,yes,yes,1,3,Sometimes,no,1,no,1,1,no,Automobile,yes,USA
Female,38.939448,1.738321,86.934846,no,yes,2.843709,3.058539,Sometimes,no,1.130079,no,2.834373,0.044954,Sometimes,Automobile,no,EU
Male,23,68.897675,165.3465,no,yes,2,3,Sometimes,no,2,no,1,0,Frequently,Public_Transportation,yes,USA
Female,19.633898,1.66084,49.039794,no,no,2.750715,3,Frequently,no,2,no,1.067817,1,Sometimes,Public_Transportation,no,EU
Male,17,1.69,60,no,no,2,3,Sometimes,no,3,no,2,1,Sometimes,Walking,yes,EU
Female,20.0280201458435,1.61102435399361,43.6340260212914,no,no,3,2.92763616236277,Frequently,no,1.00010239555263,yes,0.778160056710932,0.00374756874978,Sometimes,Public_Transportation,no,EU
Female,18,65.7503504658,190.13233497698,yes,yes,2.609123,3,Sometimes,no,1.955053,no,1.186013,0,no,Public_Transportation,no,USA
Male,20.677105,70.1280299951,226.96767709198,yes,yes,2,3,Sometimes,no,1.618189,no,0.571648,0,no,Public_Transportation,no,USA
Female,31.2441182848249,1.54448432745327,68.3090302587117,yes,no,2.030256,2.94959092595887,Sometimes,no,1.99675310100371,no,0.980661813170216,0.391457500184595,no,Public_Transportation,no,EU
Female,20,63.385861,141.09568,yes,no,3,3,Always,no,2,yes,0,1,Frequently,Public_Transportation,yes,USA
Male,18.274358,1.824655,58.621349,yes,yes,2.14084,4,Sometimes,no,2.931438,no,2,1.164457,no,Automobile,no,EU
Female,19.5946361272068,1.55006370775136,42.2405129053382,no,yes,2.68601,0.996843273037901,Sometimes,no,1.30411421180071,no,0.02667721149927,1.04786429048087,Sometimes,Public_Transportation,no,EU
Male,19.21638,1.812472,86.748295,yes,yes,2,3,Sometimes,no,2.168651,no,0.977998,0.142638,Sometimes,Public_Transportation,no,EU
Male,19.443639,1.744733,87.27989,yes,yes,2.442536,3,Sometimes,no,2.825629,no,3,0,Sometimes,Public_Transportation,no,EU
Female,18,1.62,58,no,yes,3,3,Sometimes,no,1,no,0,2,no,Automobile,yes,EU
Female,18.112503,1.82773,152.720545,yes,yes,3,3,Sometimes,no,2.154949,no,1.999897,0.957463,Sometimes,Public_Transportation,no,EU
Female,37.455752,59.4058588508,139.29637056852,yes,yes,2.048582,1.047197,Sometimes,no,2,no,0.15136,0.22596,Sometimes,Automobile,no,USA
Female,24.265943,67.6915719865,252.45442470094,yes,yes,3,3,Sometimes,no,2.987406,no,0.38926,0.526776,Sometimes,Public_Transportation,no,USA
Female,21.962426,1.57206,43.919835,no,no,3,1.600812,Frequently,no,2.651258,no,0.600817,0,no,Public_Transportation,no,EU
Female,17.451085,1.6,65,yes,yes,3,2.449723,Sometimes,no,2,yes,0.479592,1.720642,Sometimes,Public_Transportation,no,EU
Male,37.638102,68.9010214585,260.39689233008,yes,yes,2.073224,3,Sometimes,no,2.024035,no,0.131371,0,Sometimes,Automobile,no,USA
Female,28.977792,66.92917,171.96036,yes,yes,3,3,Sometimes,no,1.507638,no,1.82434,1,Frequently,Automobile,no,USA
Male,18,1.758787,85.050558,yes,yes,2.846981,3,Sometimes,no,2.87781,no,1,0.429081,Sometimes,Public_Transportation,no,EU
Female,37.974483,61.4258205715,176.3696,yes,yes,2.569075,2.463113,Sometimes,no,1.567366,no,0.359134,0,Sometimes,Automobile,no,USA
Female,25.986368,65.7067677651,247.46793140938,yes,yes,3,3,Sometimes,no,2.930137,no,0.043101,0.138629,Sometimes,Public_Transportation,no,USA
Male,29.43879,69.6900376326,239.4277175433,yes,yes,3,3,Sometimes,no,1.163264,no,1.866023,1.604608,Sometimes,Automobile,no,USA
Male,21.962219,76.0340174363,260.5929844606,yes,yes,2,3,Sometimes,no,3,no,0.743593,1,Sometimes,Public_Transportation,no,USA
Male,23.7665503267347,67.0123300497296,185.874820407085,yes,yes,2,2.97516082734997,Sometimes,no,2.71299664672332,no,0.001421198797366,0.767745001153917,Sometimes,Public_Transportation,no,USA
Female,19,1.779882,80.091886,yes,yes,1.078529,1.211606,Sometimes,no,2.568063,no,3,0.817983,no,Public_Transportation,no,EU
Female,21,1.66,59,no,yes,1,3,Always,no,2,yes,3,0,no,Automobile,yes,EU
Female,29.934465,1.638744,69.242354,yes,yes,2.029634,3,Sometimes,no,1.827515,no,0.480206,0,Sometimes,Automobile,no,EU
Male,29,1.77,83,no,yes,1,4,Frequently,no,3,no,0,1,no,Motorbike,no,EU
Male,30.553097,1.780448,88.431954,yes,yes,2,1.178708,Sometimes,no,1.791286,no,0.893362,0.276364,Sometimes,Public_Transportation,no,EU
Male,21.2793788965465,69.2121811829041,254.876178418763,yes,yes,1.800122,3.01905199013019,Sometimes,no,2.044802613301,no,1.6471721592633,0.794257894705722,Sometimes,Public_Transportation,no,USA
Female,33,62.598459,132.2772,no,yes,3,1,Frequently,no,2,no,0,0,no,Public_Transportation,yes,USA
Female,21,1.52,56,yes,no,3,3,Sometimes,yes,3,yes,3,0,Sometimes,Public_Transportation,yes,EU
Male,24.657598,1.7088,83.520113,yes,yes,2.689577,2.714115,Sometimes,no,2.279214,no,0.970661,0.828549,Sometimes,Public_Transportation,no,EU
Female,26,63.8886565471,242.41938467868,yes,yes,3,3,Sometimes,no,2.679137,no,0,0.479348,Sometimes,Public_Transportation,no,USA
Male,38,66.92917,171.96036,no,yes,3,3,Frequently,no,2,no,0,0,Frequently,Automobile,no,USA
Male,47.7061,1.743935,84.729197,yes,yes,2.535315,3,Sometimes,no,1.146595,no,0.31381,0,no,Automobile,no,EU
Female,21.232659,67.7131468013,290.05629996222,yes,yes,3,3,Sometimes,no,1.651462,no,1.655993,0.939982,Sometimes,Public_Transportation,no,USA
Female,39.129291,1.532643,77.550345,yes,yes,2,3,Sometimes,no,1.186996,no,0,0,Sometimes,Automobile,no,EU
Female,39.965474,68.4761393393,178.38546484484,no,yes,2.416044,3.196043,Sometimes,no,1.352649,no,0.148628,1.08266,Sometimes,Automobile,no,USA
Male,18,64.960665,187.3927,no,yes,2,3,Sometimes,no,1,no,1,0,Sometimes,Public_Transportation,no,USA
Female,27,61.023655,138.89106,no,yes,2,3,Sometimes,no,1,no,0,1,Sometimes,Automobile,no,USA
Female,26,1.629727,111.275646,yes,yes,3,3,Sometimes,no,2.495851,no,0,0.218645,Sometimes,Public_Transportation,no,EU
Male,18.128206,1.778447,80.273807,yes,yes,1.570089,3,Sometimes,no,2,no,2.707882,0,no,Public_Transportation,no,EU
Female,20.4877950360751,1.72122748553155,47.7663474497143,yes,no,2.890535,3.86631658040068,Frequently,no,1.0899561719106,no,1.59734648600826,0.580535786519455,no,Public_Transportation,no,EU
Female,22,68.110273,174.16498,yes,yes,2,1,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,no,USA
Male,22.851834,1.854592,63.611109,yes,yes,3,3.691226,Sometimes,no,2.650989,no,1.228136,0.8324,Sometimes,Automobile,no,EU
Male,25.3329802214026,1.79101081051031,115.423459044788,yes,yes,1.735664,2.98165195784568,Sometimes,no,2.06854005276598,no,1.37651818170826,0.41797568243929,Sometimes,Public_Transportation,no,EU
Female,21.322097,68.9416907718,329.13015810972,yes,yes,3,3,Sometimes,no,2.309409,no,1.68291,0.70558,Sometimes,Public_Transportation,no,USA
Female,21,61.023655,108.02638,yes,yes,2,3,Sometimes,no,3,no,3,1,Sometimes,Public_Transportation,yes,USA
Female,20,1.63,64,yes,yes,1,3,Always,no,2,no,0,2,no,Automobile,yes,EU
Female,20.519916,67.9349973148,109.82446586738,yes,no,2.890535,3.90779,Frequently,no,1.109115,no,1.548953,0.555468,no,Public_Transportation,no,USA
Male,18.168545459529,68.3770157874237,161.660596835585,no,yes,3,2.97468481160386,Frequently,no,0.978287514028135,no,2.06276390018062,0.982930237584994,Sometimes,Public_Transportation,yes,USA
Male,19.9911900194364,1.7626558291007,59.2065702600822,yes,yes,2,3.8486596194776,Sometimes,no,2.5978110730991,no,2.04883653797513,1.85038345071872,no,Automobile,no,EU
Male,22.582371,69.0189742781,210.03213899118,yes,yes,2,3,Sometimes,no,3,no,3,2,no,Public_Transportation,no,USA
Female,17,1.65,67,yes,yes,3,1,Sometimes,no,2,no,1,1,no,Walking,yes,EU
Female,18,62.204758,105.82176,no,yes,2,3,Sometimes,no,2,no,1,0,no,Public_Transportation,yes,USA
Female,18.3786416334861,1.71974623457695,48.539539252519,no,yes,1.140615,3.40928794833573,Sometimes,no,1.014617344172,no,1.99613612863749,1.03717239679272,Sometimes,Public_Transportation,no,EU
Female,21.708354,1.704167,50.165754,yes,yes,2.969205,3.21043,Frequently,no,2.765876,no,0.611037,1.300692,no,Public_Transportation,no,EU
Male,18,70.4118096759,113.6538819889,no,yes,2.897899,3,Sometimes,no,1.835545,no,1.162519,1,Sometimes,Public_Transportation,no,USA
Female,19.045357,63.500427991,181.2052245311,yes,yes,1.261288,2.930044,Sometimes,no,1.166655,no,0.133398,0.95174,no,Public_Transportation,no,USA
Female,26,1.621167,104.947703,yes,yes,3,3,Sometimes,no,2.57721,no,0,0.402075,Sometimes,Public_Transportation,no,EU
Male,29.695603,1.842943,93.798055,yes,yes,2.133955,2.902766,Sometimes,no,1.753464,no,1.729987,1,Sometimes,Public_Transportation,no,EU
Male,21,1.82,72,yes,yes,1,3,Frequently,no,3,no,2,0,Sometimes,Public_Transportation,yes,EU
Female,22,64.960665,132.2772,yes,yes,3,3,Sometimes,no,2,no,1,0,Sometimes,Automobile,yes,USA
Female,25.7348754296527,1.63826321848938,109.610799721162,yes,yes,3,3.0532210932416,Sometimes,no,2.62942041826271,no,0.072104457808886,0.294618287765563,Sometimes,Public_Transportation,no,EU
Male,26,68.897675,176.3696,yes,yes,3,1,Frequently,yes,2,yes,2,0,Sometimes,Public_Transportation,no,USA
Female,26,1.63302,111.863186,yes,yes,3,3,Sometimes,no,2.584305,no,0,0.232108,Sometimes,Public_Transportation,no,EU
Female,26,64.9283027778,246.72863854782,yes,yes,3,3,Sometimes,no,2.884077,no,0,0.096576,Sometimes,Public_Transportation,no,USA
Male,29.713169,69.4196831559,249.59784786068,yes,yes,2.181057,3,Sometimes,no,2.08554,no,0,1.439004,Sometimes,Automobile,no,USA
Male,24.149036,1.824901,120.805715,yes,yes,2.225149,3,Sometimes,no,2.357978,no,1.943743,0.682128,Sometimes,Public_Transportation,no,EU
Male,24.184891,1.768834,97.449743,yes,yes,2,3,Sometimes,no,2.973729,no,2.491642,1.36595,no,Public_Transportation,no,EU
Male,19,66.535469,132.2772,no,yes,2,3,Always,no,1,no,1,1,Sometimes,Public_Transportation,yes,USA
Female,37.218161,62.7517661694,139.59792510598,yes,yes,2.37464,3,Sometimes,no,2,no,2.892922,0.480813,Sometimes,Automobile,no,USA
Male,22.906342,1.755902,120.021161,yes,yes,2.971574,2.80742,Sometimes,no,1.962646,no,1.583832,0.504816,Sometimes,Public_Transportation,no,EU
Male,20,71.554369348,187.3927,yes,yes,2.95118,3,Sometimes,no,3,no,2.433918,0.561602,Sometimes,Public_Transportation,no,USA
Male,24.3824250277374,68.9247419609457,254.588278184942,yes,yes,1.392665,2.93917241774973,Sometimes,no,1.96057737257548,no,1.08080885329533,0.651634115488703,Sometimes,Public_Transportation,no,USA
Male,31.571392,69.5860611985,264.90283798638,yes,yes,2.57691,3,Sometimes,no,2.080187,no,1.04268,0.376683,Sometimes,Automobile,no,USA
Male,23,68.503974,231.4851,yes,yes,3,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,no,USA
Female,39.29266,61.6981041831,176.3696,yes,yes,2.025479,1.046144,Sometimes,no,1.941224,no,1.983265,0,Sometimes,Automobile,no,USA
Male,26.826961,65.8774765187,198.4158,yes,yes,2,3,Sometimes,no,3,no,0.884935,0.12228,Sometimes,Automobile,no,USA
Male,29,1.66671,89.048151,yes,yes,1.897796,3,Sometimes,no,1.193039,no,0.011519,0,Sometimes,Automobile,no,EU
Female,38.2342218974695,1.51880074664262,76.3852177604361,yes,yes,2,2.99506103355093,Sometimes,no,1.14838612648583,no,0.024892840827341,-0.017840724097441,Sometimes,Automobile,no,EU
Female,18.120739,71.1644478776,336.35373884002,yes,yes,3,3,Sometimes,no,2.164718,no,1.999631,0.941336,Sometimes,Public_Transportation,no,USA
Female,17.082867,64.5994049624,95.6033573231,no,yes,2.815157,3,Sometimes,no,2.911187,no,2.595128,1.380204,Sometimes,Public_Transportation,no,USA
Male,23,64.960665,209.4389,yes,yes,2,3,Always,no,2,no,0,1,Frequently,Automobile,no,USA
Male,23.6900382394015,1.71738710210281,84.5117716674872,yes,yes,2.319776,2.89296644734568,Sometimes,no,2.21728298097297,no,0.304496968177583,0.898443693801275,Sometimes,Public_Transportation,no,EU
Male,23.141402,1.849307,121.658729,yes,yes,3,2.510135,Sometimes,no,1.693362,no,0.769709,0,Sometimes,Public_Transportation,no,EU
Male,33.270448,68.2456667739,186.8499886946,yes,yes,2.631565,2.627173,Sometimes,no,2.253422,no,2.690756,0.845774,no,Automobile,no,USA
Male,20.924808,70.9939359745,232.99766994042,yes,yes,2,3,Sometimes,no,2.290368,no,0.001086,0.544128,Sometimes,Public_Transportation,no,USA
Male,31.662814,1.848965,98.912261,yes,yes,2.399531,2.623079,Sometimes,no,2.535127,no,1.030752,0.606264,Sometimes,Automobile,no,EU
Male,21.797388,69.9049196384,228.41163043952,yes,yes,2.121909,3,Sometimes,no,2.500556,no,1.20758,0,no,Public_Transportation,no,USA
Female,25.934757,1.579893,102.134646,yes,yes,3,3,Sometimes,no,1.005864,no,0.02006,0.695838,Sometimes,Public_Transportation,no,EU
Male,18,1.93,86,no,no,3,4,Always,no,2,no,2,0,Sometimes,Walking,yes,EU
Male,37.492444,1.835024,92.368359,yes,yes,2,1.672706,Sometimes,no,2.766674,no,1,0.027093,Sometimes,Automobile,no,EU
Female,15,1.65,86,yes,yes,3,3,Sometimes,no,1,no,3,2,no,Walking,no,EU
Male,20.418832,72.3098421969,232.05288444866,yes,yes,2,3,Sometimes,no,2.793505,no,2.21939,0.202902,no,Public_Transportation,no,USA
Male,21.077356,1.702002,97.971598,yes,yes,2,1.66338,Sometimes,no,2,no,0,1.865851,no,Public_Transportation,no,EU
Male,26.7519276153259,1.81558619545328,117.189662271028,yes,yes,2.239634,3.02498408551931,Sometimes,no,2.6467196717454,no,0.935707441860547,0.031165156826932,Sometimes,Public_Transportation,no,EU
Male,25.0992946902031,65.2214768843506,201.692830644045,yes,yes,1.712848,2.99319055277809,Sometimes,no,1.13461633459935,no,0.493725223706279,0.8979566704655,no,Automobile,no,USA
Female,22.867719,65.1737753513,111.16721613382,yes,yes,3,3.642802,Frequently,no,1.995177,no,0.118271,0.065515,no,Public_Transportation,no,USA
Male,50.832559,1.745528,82.130728,yes,yes,2,3,Sometimes,no,1.774778,no,0.943266,0,no,Automobile,no,EU
Female,18,64.173263,138.89106,yes,yes,1,3,Sometimes,no,2,no,2,2,Sometimes,Public_Transportation,yes,USA
Female,19.374207,64.2758221105,180.77884,yes,yes,2.805512,2.880817,Sometimes,no,1.001307,no,0,1.376597,Sometimes,Public_Transportation,no,USA
Male,23,69.0439742916,234.7730923142,yes,yes,2.740633,3,Sometimes,no,2.081005,no,0.650235,0.76906,Sometimes,Public_Transportation,no,USA
Female,22.596576,64.9627122452,192.40281359024,yes,yes,2.87599,1.2919,Sometimes,no,2.777712,no,0.432813,1,no,Public_Transportation,no,USA
Male,17.0381959818032,1.82125345970832,59.7198447377267,yes,yes,2.432302,2.98308930616246,Sometimes,no,2.01897470415691,no,2.28113490272559,1.09874789931882,no,Automobile,no,EU
Female,19.6739033996895,1.57143148519412,43.1753868550962,no,yes,2.967853,0.992603008883708,Frequently,no,1.17534718037894,no,0.0683099154684,0.531416825727993,Sometimes,Public_Transportation,no,EU
Female,21,60.629954,108.02638,yes,no,2,1,Sometimes,no,2,yes,2,0,Sometimes,Public_Transportation,yes,USA
Male,21,1.62,70,no,yes,2,1,no,no,3,no,1,0,Sometimes,Public_Transportation,no,EU
Male,34.543563,69.4956280788,187.3927,yes,yes,2.694281,3,Sometimes,no,2.653831,no,1.96582,0.891189,no,Automobile,no,USA
Female,22,63.385861,138.89106,yes,yes,3,3,Frequently,no,3,no,1,0,no,Public_Transportation,yes,USA
Male,27.991467,1.82559,120.860386,yes,yes,3,3,Sometimes,no,3,no,0.691369,1.415536,Sometimes,Public_Transportation,no,EU
Male,19.895877,1.80733,85.073801,yes,yes,2.801514,3,Sometimes,no,2.734782,no,2.207881,0.143675,Sometimes,Public_Transportation,no,EU
Female,22.875223,1.624367,82,yes,yes,1.826885,1,Sometimes,no,2,no,0,0.459274,no,Public_Transportation,no,EU
Male,20.6411613143204,67.349164432587,217.117333608395,yes,yes,2,1.68744855257487,Sometimes,no,1.98474232589703,no,0.013372123406827,1.88702508726384,no,Public_Transportation,no,USA
Male,22.177099,1.741353,96.738014,yes,yes,2,3,Sometimes,no,2.697661,no,2.614909,1.229474,no,Public_Transportation,no,EU
Male,19,70.86618,132.2772,yes,yes,3,1,Always,no,1,yes,0,0,no,Motorbike,yes,USA
Male,23,74.1251975079,141.32960781896,yes,yes,3,3,Sometimes,no,2.843777,no,1.488843,0.009254,Sometimes,Automobile,no,USA
Female,19.758286,1.667404,49.125955,no,no,2.880792,3.281391,Sometimes,no,1.960131,no,1.513029,1,Sometimes,Public_Transportation,no,EU
Male,31.194458,1.726279,110.714711,yes,yes,1.794825,3.914454,Sometimes,no,1.972016,no,0.668963,0,no,Automobile,no,EU
Female,26,63.952396739,242.52723909832,yes,yes,3,3,Sometimes,no,2.507461,no,0,0.368472,Sometimes,Public_Transportation,no,USA
Male,32.895637,1.783901,103.771371,yes,yes,2.902469,1.734762,Sometimes,no,2.600238,no,2.113992,0.584755,Sometimes,Automobile,no,EU
Male,18.424941,69.0311002689,119.3182782935,yes,yes,2,3.16645,Sometimes,no,2.278578,no,1.838881,2,Sometimes,Public_Transportation,no,USA
Male,28.4907310704618,71.5964911712533,264.796593476249,yes,yes,2.969233,3.03099351668531,Sometimes,no,2.80756423377595,no,1.04470758018591,1.18204075441451,Sometimes,Public_Transportation,no,USA
Female,35.456326,65.0320036212,175.13042939502,yes,yes,2.156065,2.909117,Sometimes,no,1.221281,no,0.503279,1.796136,no,Automobile,no,USA
Male,26.899886,71.3748023219,264.20484868052,yes,yes,2.347942,3,Sometimes,no,2.730663,no,0.689371,0.188693,Sometimes,Public_Transportation,no,USA
Female,20.820455,1.547066,67.473282,yes,no,2.303656,3,Sometimes,no,1.163111,no,1.926381,1.119877,no,Public_Transportation,no,EU
Male,37.8772104250077,69.3387974268709,263.273156193755,yes,yes,2.611222,2.93020031094628,Sometimes,no,1.76553504981714,no,0.625048396363413,0.219050084848236,Sometimes,Automobile,no,USA
Female,17,1.6,59,no,yes,2,3,Sometimes,no,2,no,1,2,no,Public_Transportation,yes,EU
Female,37.96543,61.4251906499,176.3696,yes,yes,2.533605,1.271624,Sometimes,no,1.893691,no,1.296535,0,Sometimes,Automobile,no,USA
Female,38.445148,61.2609779628,171.26420493798,yes,yes,2,3,Sometimes,no,1.440629,no,0,0,Sometimes,Automobile,no,USA
Male,22.658572,1.784994,113.714521,yes,yes,1.760038,3,Sometimes,no,2.003531,no,1.089061,0.072264,Sometimes,Public_Transportation,no,EU
Female,19.833682,66.9080676264,109.51680453252,no,yes,1.270448,3.731212,Frequently,no,1.876915,no,2,1,Sometimes,Public_Transportation,no,USA
Male,22.580038,1.849507,121.560938,yes,yes,3,2.272801,Sometimes,no,1.560064,no,0.79677,0,Sometimes,Public_Transportation,no,EU
Female,19.950605,1.527133,42,no,no,2.725282,1.259803,Frequently,no,1,no,1.37467,0,Sometimes,Public_Transportation,no,EU
Male,18,1.74,70,no,yes,2,3,Sometimes,no,2,no,1,1,Sometimes,Public_Transportation,yes,EU
Female,19,64.173263,167.55112,yes,no,3,3,Frequently,yes,3,no,2,1,Sometimes,Automobile,no,USA
Male,20.0428603029677,1.64488537468924,106.381828849806,yes,yes,2.869778,1.50089751587529,Sometimes,no,1.60797140295285,no,-0.056601734743811,1.42785091054954,no,Public_Transportation,no,EU
Female,19.717249,1.688426,49.660995,no,no,2.714447,3,Frequently,no,2,no,1.903182,1,Sometimes,Public_Transportation,no,EU
Male,27,1.93,102,yes,yes,2,1,Sometimes,no,1,no,1,0,Sometimes,Public_Transportation,no,EU
Female,19,1.76,79.544998,yes,yes,2,1.146794,Sometimes,no,3,no,1.809745,1.690102,Frequently,Public_Transportation,no,EU
Male,31.034092,1.886109,129.349471,yes,yes,2.499626,3,Sometimes,yes,1.125338,no,0.94522,1.022505,Sometimes,Public_Transportation,no,EU
Male,19,1.76,79,yes,yes,2,3,Frequently,no,3,no,1,2,Frequently,Public_Transportation,no,EU
Male,18.140751,1.859056,111.235188,yes,yes,2,1.706551,Sometimes,no,2.039514,no,1,2,Sometimes,Public_Transportation,no,EU
Male,28.363149,1.793476,112.725005,yes,yes,1.99124,3,Sometimes,no,2,no,0,0.292956,Sometimes,Public_Transportation,no,EU
Male,31.4629215803793,1.74606257892349,118.803117136704,yes,yes,2.938616,3.02589506372362,Sometimes,no,2.11208381870904,no,0.391115665292591,1.36923626357438,Sometimes,Automobile,no,EU
Male,23.118327,66.0462167673,165.3465,yes,yes,2,3,Sometimes,no,2,no,0.334579,1.905826,Sometimes,Public_Transportation,no,USA
Female,21.106056,67.8301153684,204.91778435348,yes,yes,1.164062,3,Sometimes,no,1.157395,no,0,0.320851,Sometimes,Public_Transportation,no,USA
Female,18.741188,1.556789,71.788181,yes,no,3,3.129155,Sometimes,no,2,no,1.634134,1,no,Public_Transportation,no,EU
Male,24.5822,1.769933,117.708705,yes,yes,1.475906,2.999346,Sometimes,no,2.01943,no,1.046878,0.460866,Sometimes,Public_Transportation,no,EU
Female,29.463168,1.659172,71.170001,yes,yes,2,3,Sometimes,no,1.281683,no,1.609801,0,Sometimes,Automobile,no,EU
Female,23,1.64,52,no,yes,3,1,Sometimes,no,2,no,2,2,no,Public_Transportation,yes,EU
Female,39.2716487939134,1.57989548661651,61.434758953412,yes,yes,2.487167,2.97485492930325,Sometimes,no,2.45651182660564,no,0.588771907305725,0.416131861395413,Sometimes,Automobile,no,EU
Female,37,1.65,73,yes,no,3,3,Sometimes,no,2,no,1,0,Sometimes,Automobile,no,EU
Male,19.799054,1.743702,54.927529,yes,yes,2,3.28926,Sometimes,no,2.847264,no,1.680844,2,Sometimes,Public_Transportation,no,EU
Female,20.871667,1.782453,137.852618,yes,yes,3,3,Sometimes,no,2.748909,no,1.989171,0.832515,Sometimes,Public_Transportation,no,EU
Male,22,1.75,95,yes,no,2,3,Sometimes,no,3,no,3,2,no,Walking,no,EU
Male,30.304203,1.703202,103.0344,yes,yes,2.754645,2.175432,Sometimes,no,1.541733,no,0.358709,1.0739,no,Public_Transportation,no,EU
Female,37.441044,60.0115678393,167.99813095582,yes,yes,2,2.994046,Sometimes,no,1.603549,no,1.335857,0,Sometimes,Automobile,no,USA
Female,21.1877454419928,1.71370227338183,131.330627708942,yes,yes,3,3.01346275444507,Sometimes,no,1.79071128099759,no,1.67568253474238,0.917892244162583,Sometimes,Public_Transportation,no,EU
Male,34.432669,1.694997,84.451423,yes,yes,2.129668,2.693646,Sometimes,no,2.60669,no,1.170823,0.290898,no,Automobile,no,EU
Female,22.038327,67.3806269367,114.56422690702,yes,yes,2.880161,3,Frequently,no,1.031354,no,2.206738,1.37465,no,Public_Transportation,no,USA
Female,23.474165,62.0911752615,171.96036,yes,yes,2,1,Sometimes,no,2,no,0.876101,0,no,Public_Transportation,no,USA
Male,31.6402126274903,68.8097971504176,264.803183081284,yes,yes,2.14961,3.08130558202505,Sometimes,no,2.11590695929765,no,0.363109906598516,0.340362115394615,Sometimes,Automobile,no,USA
Male,29.246269,69.2141318638,247.78894612758,yes,yes,2.323003,3,Sometimes,no,2.155558,no,0,1.251554,Sometimes,Automobile,no,USA
Male,23.367212,72.9615748323,191.98550988892,yes,yes,2,1.097312,Sometimes,no,1.328835,no,1.264257,1,Sometimes,Automobile,no,USA
Female,18.850466,61.0257416153,160.830997316,yes,no,3,3.000974,Sometimes,no,2,no,2.274248,1,Sometimes,Public_Transportation,no,USA
Female,22.3403849433403,1.59998517416494,82.3442600221254,yes,yes,1.557287,1.02693266436109,Sometimes,no,2.39987708980014,no,0.242964170558667,2.03598702342104,Sometimes,Public_Transportation,no,EU
Female,19.21164,61.7315687681,92.44934638016,no,yes,2.070964,1,Sometimes,no,1.676975,no,0,1.718513,Sometimes,Public_Transportation,no,USA
Female,26,1.613574,107.012256,yes,yes,3,3,Sometimes,no,2.678779,no,0,0.508848,Sometimes,Public_Transportation,no,EU
Female,20.492077,60.2056624323,143.60984628496,yes,no,2.003951,3,Sometimes,no,1.207978,no,1.916751,1.228995,no,Public_Transportation,no,USA
Male,17.073648,67.2046032196,219.45822769552,yes,yes,2,3,Sometimes,no,2,no,1.73209,0.048617,no,Public_Transportation,no,USA
Female,25.540865,66.0709411901,242.28877858064,yes,yes,3,3,Sometimes,no,1.471664,no,0.143955,0.444532,Sometimes,Public_Transportation,no,USA
Male,34.139453,69.8680298547,264.88942948754,yes,no,2.962415,3,Sometimes,no,2.172649,no,1.097905,0,Sometimes,Automobile,no,USA
Male,28.393111,1.685462,99.540122,yes,yes,2.774562,2.301129,Sometimes,no,1,no,1.621733,0.138314,no,Public_Transportation,no,EU
Male,37.186795,1.704877,107.94747,yes,yes,2.549782,3.985442,Sometimes,no,1,no,1.976582,0,no,Public_Transportation,no,EU
Female,19.300435,1.739354,49.649613,no,yes,3,3.754599,Sometimes,no,1.692112,no,2,1,Sometimes,Public_Transportation,no,EU
Male,21.033794,1.625891,70,no,yes,2,1,no,no,2.00876,no,0.63119,0,Sometimes,Public_Transportation,no,EU
Female,16.613108,69.9972425229,98.68325114626,no,yes,2.911877,3.098399,Sometimes,no,2.196405,no,2.328147,1.55011,Sometimes,Public_Transportation,no,USA
Female,26,64.5211372036,244.64773741298,yes,yes,3,3,Sometimes,no,2.644135,no,0,0.357581,Sometimes,Public_Transportation,no,USA
Female,23,1.710129,50.079991,yes,yes,2,3,Frequently,no,2.685842,no,0.373186,2,no,Public_Transportation,no,EU
Male,31.335093,1.665798,89.738596,yes,yes,2.274164,1.049534,Sometimes,no,1.358172,no,1.482411,0,Sometimes,Automobile,no,EU
Female,18.236087,1.62,69.3899,yes,yes,2.22399,1,Sometimes,no,2.20312,no,0.104451,1.899073,no,Public_Transportation,no,EU
Female,26,1.641849,111.682693,yes,yes,3,3,Sometimes,no,2.632253,no,0,0.244205,Sometimes,Public_Transportation,no,EU
Male,24.683626355196,1.7617988319382,111.788546365027,yes,yes,1.289315,2.96931585735903,Sometimes,no,1.99729780338149,no,1.35914968235837,0.002894971784997,Sometimes,Public_Transportation,no,EU
Female,26,64.1303102209,235.62080618274,yes,yes,3,3,Sometimes,no,2.686824,no,0,0.540812,Sometimes,Public_Transportation,no,USA
